PERSONID,SURID,COMCOLI,SALARY
030000000002000009,3,1,9999999
030000000002000100,3,1,39000
030000000002000101,3,0,9999999
030000000002000102,3,0,27000
030000000002000103,3,1,40000
030000000002000104,3,0,28000
030000000002000105,3,0,28000
030000000002000106,3,1,28000
030000000002000107,3,1,22000
030000000002000108,3,1,43000
030000000002000109,3,0,9999999
030000000002000200,3,0,18000
030000000002000201,3,0,9999999
030000000002000202,3,1,44000
030000000002000203,3,0,9999998
030000000002000204,3,0,12000
030000000002000205,3,0,25000
030000000002000206,3,0,60000
030000000002000207,3,1,37000
030000000002000208,3,0,36000
030000000002000209,3,0,22000
030000000002000300,3,0,41000
030000000002000301,3,0,9999999
030000000002000302,3,1,9999999
030000000002000303,3,0,43000
030000000002000304,3,1,9999999
030000000002000305,3,0,9999999
030000000002000306,3,0,9999998
030000000002000307,3,0,9999998
030000000002000308,3,0,45000
030000000002000309,3,0,14000
030000000002000400,3,0,33000
030000000002000401,3,0,9999999
030000000002000402,3,1,9999999
030000000002000403,3,0,9999998
030000000002000404,3,0,40000
030000000002000405,3,1,9999999
030000000002000406,3,0,35000
030000000002000407,3,0,9999999
030000000002000408,3,0,36000
030000000002000409,3,1,9999998
030000000002000500,3,0,33000
030000000002000501,3,0,9999999
030000000002000502,3,0,9999998
030000000002000503,3,1,9999999
030000000002000504,3,0,16000
030000000002000505,3,1,44000
030000000002000506,3,1,9999999
030000000002000507,3,0,31000
030000000002000508,3,0,16000
030000000002000509,3,1,9999999
030000000002000600,3,1,9999998
030000000002000601,3,0,9999998
030000000002000602,3,0,37000
030000000002000603,3,1,9999998
030000000002000604,3,1,9999998
030000000002000605,3,0,9999998
030000000002000606,3,0,9999999
030000000002000607,3,1,20000
030000000002000608,3,0,12000
030000000002000609,3,0,9999998
030000000002000700,3,0,44000
030000000002000701,3,0,25000
030000000002000702,3,0,15000
030000000002000703,3,0,18000
030000000002000704,3,1,65000
030000000002000705,3,0,28000
030000000002000706,3,1,60000
030000000002000707,3,0,41000
030000000002000708,3,0,9999999
030000000002000709,3,1,34000
030000000002000800,3,0,38000
030000000002000801,3,1,42000
030000000002000802,3,0,55000
030000000002000803,3,0,27000
030000000002000804,3,0,40000
030000000002000805,3,0,100000
030000000002000806,3,1,11000
030000000002000807,3,1,28000
030000000002000808,3,0,18000
030000000002000809,3,1,32000
030000000002000900,3,0,32000
030000000002000901,3,0,40000
030000000002000902,3,0,25000
030000000002000903,3,0,9999999
030000000002000904,3,1,59000
030000000002000905,3,0,15000
030000000002000906,3,0,9999998
030000000002000907,3,0,53000
030000000002000908,3,1,50000
030000000002000909,3,0,26000
030000000002010000,3,0,52000
030000000002010001,3,0,33000
030000000002010002,3,0,9999998
030000000002010003,3,0,48000
030000000002010004,3,1,30000
030000000002010005,3,0,9999998
030000000002010006,3,1,35000
030000000002010007,3,0,9999999
030000000002010008,3,0,48000
030000000002010009,3,1,42000
030000000002010100,3,0,9999998
030000000002010101,3,1,19000
030000000002010102,3,0,42000
030000000002010103,3,1,9999998
030000000002010104,3,0,15000
030000000002010105,3,0,11000
030000000002010106,3,1,14000
030000000002010107,3,0,9999999
030000000002010108,3,1,43000
030000000002010109,3,0,25000
030000000002010200,3,0,30000
030000000002010201,3,0,31000
030000000002010202,3,0,15000
030000000002010203,3,0,31000
030000000002010204,3,1,37000
030000000002010205,3,1,9999998
030000000002010206,3,0,9999999
030000000002010207,3,0,9999998
030000000002010208,3,0,34000
030000000002010209,3,0,9999999
030000000002010300,3,0,46000
030000000002010301,3,0,53000
030000000002010302,3,1,63000
030000000002010303,3,1,36000
030000000002010304,3,0,36000
030000000002010305,3,0,27000
030000000002010306,3,0,28000
030000000002010307,3,0,9999999
030000000002010308,3,0,41000
030000000002010309,3,1,18000
030000000002010400,3,1,39000
030000000002010401,3,1,9999999
030000000002010402,3,0,9999998
030000000002010403,3,1,40000
030000000002010404,3,0,33000
030000000002010405,3,0,10000
030000000002010406,3,0,52000
030000000002010407,3,0,9999998
030000000002010408,3,1,27000
030000000002010409,3,1,25000
030000000002010500,3,1,37000
030000000002010501,3,0,26000
030000000002010502,3,0,20000
030000000002010503,3,1,52000
030000000002010504,3,0,9999999
030000000002010505,3,0,9999998
030000000002010506,3,0,32000
030000000002010507,3,0,9999998
030000000002010508,3,0,37000
030000000002010509,3,0,9999999
030000000002010600,3,0,37000
030000000002010601,3,1,40000
030000000002010602,3,0,10000
030000000002010603,3,1,42000
030000000002010604,3,0,23000
030000000002010605,3,1,9999998
030000000002010606,3,1,20000
030000000002010607,3,0,10000
030000000002010608,3,1,40000
030000000002010609,3,0,9999998
030000000002010700,3,0,9999998
030000000002010701,3,0,29000
030000000002010702,3,1,11000
030000000002010703,3,0,9999998
030000000002010704,3,0,40000
030000000002010705,3,1,46000
030000000002010706,3,0,36000
030000000002010707,3,0,35000
030000000002010708,3,0,30000
030000000002010709,3,0,36000
030000000002010800,3,0,9999998
030000000002010801,3,0,36000
030000000002010802,3,1,9999998
030000000002010803,3,0,23000
030000000002010804,3,1,38000
030000000002010805,3,1,9999999
030000000002010806,3,0,20000
030000000002010807,3,0,9999998
030000000002010808,3,1,24000
030000000002010809,3,0,9999999
030000000002010900,3,1,54000
030000000002010901,3,0,9999998
030000000002010902,3,0,26000
030000000002010903,3,0,9999999
030000000002010904,3,0,9999999
030000000002010905,3,0,26000
030000000002010906,3,0,9999999
030000000002010907,3,1,57000
030000000002010908,3,0,32000
030000000002010909,3,0,35000
030000000002020000,3,0,58000
030000000002020001,3,0,40000
030000000002020002,3,1,25000
030000000002020003,3,0,16000
030000000002020004,3,0,9999999
030000000002020005,3,1,20000
030000000002020006,3,0,24000
030000000002020007,3,0,42000
030000000002020008,3,0,19000
030000000002020009,3,1,33000
030000000002020100,3,1,18000
030000000002020101,3,0,30000
030000000002020102,3,0,40000
030000000002020103,3,0,12000
030000000002020104,3,0,14000
030000000002020105,3,0,16000
030000000002020106,3,0,40000
030000000002020107,3,0,25000
030000000002020108,3,0,9999998
030000000002020109,3,1,33000
030000000002020200,3,0,14000
030000000002020201,3,0,34000
030000000002020202,3,0,36000
030000000002020203,3,0,10000
030000000002020204,3,0,23000
030000000002020205,3,0,9999998
030000000002020206,3,1,20000
030000000002020207,3,1,25000
030000000002020208,3,1,9999998
030000000002020209,3,0,12000
030000000002020300,3,0,51000
030000000002020301,3,0,18000
030000000002020302,3,0,24000
030000000002020303,3,0,25000
030000000002020304,3,0,13000
030000000002020305,3,1,23000
030000000002020306,3,0,9999999
030000000002020307,3,1,34000
030000000002020308,3,1,35000
030000000002020309,3,1,9999998
030000000002020400,3,0,58000
030000000002020401,3,0,9999998
030000000002020402,3,0,9999999
030000000002020403,3,0,20000
030000000002020404,3,0,9999999
030000000002020405,3,1,9999999
030000000002020406,3,0,9999998
030000000002020407,3,0,39000
030000000002020408,3,0,63000
030000000002020409,3,1,55000
030000000002020500,3,0,9999999
030000000002020501,3,0,37000
030000000002020502,3,0,24000
030000000002020503,3,0,9999998
030000000002020504,3,0,35000
030000000002020505,3,0,9999999
030000000002020506,3,1,26000
030000000002020507,3,1,27000
030000000002020508,3,1,28000
030000000002020509,3,0,15000
030000000002020600,3,0,18000
030000000002020601,3,1,30000
030000000002020602,3,0,29000
030000000002020603,3,1,22000
030000000002020604,3,1,33000
030000000002020605,3,1,9999999
030000000002020606,3,1,25000
030000000002020607,3,0,19000
030000000002020609,3,0,9999999
030000000002020700,3,1,38000
030000000002020701,3,0,9999998
030000000002020702,3,1,22000
030000000002020703,3,1,80000
030000000002020704,3,0,30000
030000000002020705,3,1,28000
030000000002020706,3,1,9999999
030000000002020707,3,0,23000
030000000002020708,3,0,9999999
030000000002020709,3,1,32000
030000000002020800,3,0,12000
030000000002020801,3,0,11000
030000000002020802,3,0,9999998
030000000002020803,3,0,9999998
030000000002020804,3,0,9999999
030000000002020805,3,0,46000
030000000002020806,3,1,35000
030000000002020807,3,0,44000
030000000002020808,3,1,35000
030000000002020809,3,0,9999999
030000000002020900,3,1,15000
030000000002020901,3,1,18000
030000000002020902,3,0,40000
030000000002020903,3,1,37000
030000000002020904,3,0,41000
030000000002020905,3,0,9999999
030000000002020906,3,0,9999999
030000000002020907,3,1,30000
030000000002020908,3,1,9999999
030000000002020909,3,0,24000
030000000002030000,3,0,27000
030000000002030001,3,0,22000
030000000002030002,3,0,28000
030000000002030003,3,0,26000
030000000002030004,3,0,24000
030000000002030005,3,0,19000
030000000002030006,3,1,34000
030000000002030007,3,0,60000
030000000002030008,3,0,35000
030000000002030009,3,0,32000
030000000002030100,3,1,62000
030000000002030101,3,1,24000
030000000002030102,3,1,41000
030000000002030103,3,1,60000
030000000002030104,3,1,36000
030000000002030105,3,0,37000
030000000002030106,3,1,36000
030000000002030107,3,1,48000
030000000002030108,3,0,9999999
030000000002030109,3,0,15000
030000000002030200,3,0,45000
030000000002030201,3,0,41000
030000000002030202,3,0,9999998
030000000002030203,3,0,37000
030000000002030204,3,0,9999999
030000000002030205,3,0,49000
030000000002030206,3,1,35000
030000000002030207,3,1,14000
030000000002030208,3,0,9999998
030000000002030209,3,0,9999998
030000000002030300,3,1,9999998
030000000002030301,3,0,18000
030000000002030302,3,0,9999998
030000000002030303,3,0,50000
030000000002030304,3,0,39000
030000000002030305,3,0,9999999
030000000002030306,3,0,39000
030000000002030307,3,0,26000
030000000002030308,3,0,28000
030000000002030309,3,1,9999999
030000000002030400,3,0,42000
030000000002030401,3,0,18000
030000000002030402,3,0,25000
030000000002030403,3,1,9000
030000000002030404,3,0,35000
030000000002030405,3,1,15000
030000000002030406,3,0,26000
030000000002030407,3,0,9999999
030000000002030408,3,0,10000
030000000002030409,3,1,43000
030000000002030500,3,1,50000
030000000002030501,3,0,28000
030000000002030502,3,0,34000
030000000002030503,3,0,15000
030000000002030504,3,0,9999998
030000000002030505,3,0,9999999
030000000002030506,3,1,9999998
030000000002030507,3,0,40000
030000000002030508,3,1,33000
030000000002030509,3,0,9999999
030000000002030600,3,0,9999999
030000000002030602,3,0,9999998
030000000002030603,3,0,31000
030000000002030604,3,1,29000
030000000002030605,3,0,9999999
030000000002030606,3,1,9000
030000000002030607,3,0,9999999
030000000002030608,3,0,9999998
030000000002030609,3,1,30000
030000000002030700,3,0,27000
030000000002030701,3,0,20000
030000000002030702,3,0,9999999
030000000002030703,3,0,35000
030000000002030704,3,0,9999998
030000000002030705,3,0,40000
030000000002030706,3,1,9999998
030000000002030707,3,1,35000
030000000002030708,3,0,26000
030000000002030709,3,0,40000
030000000002030800,3,0,16000
030000000002030801,3,0,9999999
030000000002030802,3,0,9999999
030000000002030803,3,1,20000
030000000002030804,3,1,9999999
030000000002030805,3,0,29000
030000000002030806,3,1,31000
030000000002030807,3,0,38000
030000000002030808,3,0,30000
030000000002030809,3,1,23000
030000000002030900,3,0,9999998
030000000002030901,3,1,35000
030000000002030902,3,1,9999999
030000000002030903,3,1,9999998
030000000002030904,3,0,24000
030000000002030905,3,0,49000
030000000002030906,3,0,9999999
030000000002030907,3,0,9999998
030000000002030908,3,0,9999999
030000000002030909,3,1,9999999
030000000002040000,3,1,30000
030000000002040001,3,0,9999999
030000000002040002,3,1,34000
030000000002040003,3,1,21000
030000000002040004,3,0,9999998
030000000002040005,3,1,20000
030000000002040006,3,0,9999998
030000000002040007,3,1,44000
030000000002040008,3,0,34000
030000000002040009,3,1,9999999
030000000002040100,3,1,9999999
030000000002040101,3,1,45000
030000000002040102,3,0,21000
030000000002040103,3,0,37000
030000000002040104,3,0,30000
030000000002040105,3,0,40000
030000000002040106,3,0,9999999
030000000002040107,3,0,33000
030000000002040108,3,0,28000
030000000002040109,3,0,30000
030000000002040200,3,0,34000
030000000002040201,3,1,44000
030000000002040202,3,0,38000
030000000002040203,3,1,29000
030000000002040204,3,1,42000
030000000002040205,3,0,24000
030000000002040206,3,0,18000
030000000002040207,3,0,9999999
030000000002040208,3,0,27000
030000000002040209,3,0,16000
030000000002040300,3,0,9999999
030000000002040301,3,1,18000
030000000002040302,3,0,35000
030000000002040303,3,1,21000
030000000002040304,3,1,21000
030000000002040305,3,0,12000
030000000002040306,3,0,9999999
030000000002040307,3,0,48000
030000000002040308,3,1,9999999
030000000002040309,3,0,20000
030000000002040400,3,1,26000
030000000002040401,3,0,28000
030000000002040402,3,0,18000
030000000002040403,3,1,9999999
030000000002040404,3,1,42000
030000000002040405,3,1,9999999
030000000002040406,3,0,36000
030000000002040407,3,0,9999999
030000000002040408,3,1,34000
030000000002040409,3,0,9999999
030000000002040500,3,0,42000
030000000002040501,3,1,38000
030000000002040502,3,0,50000
030000000002040503,3,0,9999999
030000000002040504,3,0,37000
030000000002040505,3,1,16000
030000000002040506,3,1,9999998
030000000002040507,3,0,40000
030000000002040508,3,0,12000
030000000002040509,3,1,21000
030000000002040600,3,0,14000
030000000002040601,3,0,24000
030000000002040602,3,0,9999999
030000000002040603,3,0,42000
030000000002040604,3,0,9999999
030000000002040605,3,0,36000
030000000002040606,3,0,9999998
030000000002040607,3,0,30000
030000000002040608,3,0,26000
030000000002040609,3,0,9999998
030000000002040700,3,0,17000
030000000002040701,3,0,25000
030000000002040702,3,0,40000
030000000002040703,3,0,10000
030000000002040704,3,0,31000
030000000002040705,3,0,48000
030000000002040706,3,0,13000
030000000002040707,3,0,18000
030000000002040708,3,0,29000
030000000002040709,3,0,35000
030000000002040800,3,0,9999998
030000000002040801,3,0,30000
030000000002040802,3,0,10000
030000000002040803,3,1,43000
030000000002040804,3,1,9999999
030000000002040805,3,1,30000
030000000002040806,3,1,9999998
030000000002040807,3,0,42000
030000000002040808,3,0,25000
030000000002040809,3,0,43000
030000000002040900,3,0,37000
030000000002040901,3,1,11000
030000000002040902,3,0,9999998
030000000002040903,3,0,35000
030000000002040904,3,1,38000
030000000002040905,3,0,36000
030000000002040906,3,0,9999998
030000000002040907,3,0,44000
030000000002040908,3,0,9999999
030000000002040909,3,0,40000
030000000002050000,3,0,42000
030000000002050001,3,0,25000
030000000002050002,3,0,35000
030000000002050003,3,0,36000
030000000002050004,3,1,20000
030000000002050005,3,1,23000
030000000002050006,3,0,31000
030000000002050007,3,1,18000
030000000002050008,3,1,58000
030000000002050009,3,0,42000
030000000002050100,3,1,36000
030000000002050101,3,1,50000
030000000002050102,3,0,50000
030000000002050103,3,0,30000
030000000002050104,3,1,20000
030000000002050105,3,0,9999998
030000000002050106,3,0,41000
030000000002050107,3,0,12000
030000000002050108,3,0,25000
030000000002050200,3,0,16000
030000000002050201,3,1,75000
030000000002050202,3,1,33000
030000000002050203,3,0,38000
030000000002050204,3,0,24000
030000000002050205,3,0,9999999
030000000002050206,3,0,34000
030000000002050207,3,0,55000
030000000002050208,3,1,42000
030000000002050209,3,0,9999998
030000000002050300,3,0,55000
030000000002050301,3,0,30000
030000000002050302,3,0,13000
030000000002050303,3,0,29000
030000000002050304,3,1,13000
030000000002050305,3,1,34000
030000000002050306,3,1,38000
030000000002050307,3,0,25000
030000000002050308,3,0,16000
030000000002050309,3,0,20000
030000000002050400,3,0,38000
030000000002050401,3,0,30000
030000000002050402,3,0,38000
030000000002050403,3,0,9999998
030000000002050404,3,1,29000
030000000002050405,3,1,17000
030000000002050406,3,0,9999999
030000000002050407,3,0,16000
030000000002050408,3,0,9999998
030000000002050409,3,0,9999998
030000000002050500,3,1,32000
030000000002050501,3,1,17000
030000000002050502,3,0,34000
030000000002050503,3,0,35000
030000000002050504,3,0,23000
030000000002050505,3,0,9999999
030000000002050506,3,0,48000
030000000002050507,3,1,9999998
030000000002050508,3,0,16000
030000000002050509,3,0,36000
030000000002050600,3,0,18000
030000000002050601,3,0,37000
030000000002050602,3,0,11000
030000000002050603,3,1,18000
030000000002050604,3,0,9999998
030000000002050605,3,0,32000
030000000002050606,3,1,9999999
030000000002050607,3,0,77000
030000000002050608,3,0,18000
030000000002050609,3,0,9999998
030000000002050700,3,1,43000
030000000002050701,3,0,9999999
030000000002050702,3,0,29000
030000000002050703,3,1,24000
030000000002050704,3,1,9999999
030000000002050705,3,0,21000
030000000002050706,3,1,9999998
030000000002050707,3,0,52000
030000000002050708,3,1,9999999
030000000002050709,3,0,9999998
030000000002050800,3,0,30000
030000000002050801,3,1,36000
030000000002050802,3,0,13000
030000000002050803,3,1,19000
030000000002050804,3,0,9999998
030000000002050805,3,0,32000
030000000002050806,3,1,39000
030000000002050807,3,1,13000
030000000002050808,3,0,17000
030000000002050809,3,1,9999998
030000000002050900,3,1,36000
030000000002050901,3,1,40000
030000000002050902,3,0,12000
030000000002050903,3,1,16000
030000000002050904,3,0,9999999
030000000002050905,3,0,9999998
030000000002050906,3,0,32000
030000000002050907,3,1,9999999
030000000002050908,3,0,64000
030000000002050909,3,1,18000
030000000002060000,3,0,35000
030000000002060001,3,0,36000
030000000002060002,3,0,9999998
030000000002060003,3,0,45000
030000000002060004,3,0,9999998
030000000002060005,3,1,9999999
030000000002060006,3,0,9999998
030000000002060007,3,1,37000
030000000002060008,3,0,9999999
030000000002060009,3,1,20000
030000000002060100,3,1,50000
030000000002060101,3,0,36000
030000000002060102,3,0,40000
030000000002060103,3,0,25000
030000000002060104,3,0,26000
030000000002060105,3,0,25000
030000000002060106,3,1,40000
030000000002060107,3,1,28000
030000000002060108,3,0,22000
030000000002060109,3,1,14000
030000000002060200,3,1,36000
030000000002060201,3,1,33000
030000000002060202,3,0,25000
030000000002060203,3,0,9999998
030000000002060204,3,0,50000
030000000002060205,3,0,35000
030000000002060206,3,0,16000
030000000002060207,3,1,9000
030000000002060208,3,0,46000
030000000002060209,3,1,9999998
030000000002060300,3,1,9999999
030000000002060301,3,0,9999998
030000000002060302,3,0,25000
030000000002060303,3,1,24000
030000000002060304,3,1,21000
030000000002060305,3,1,82000
030000000002060306,3,0,9999999
030000000002060307,3,0,41000
030000000002060308,3,1,41000
030000000002060309,3,1,9999998
030000000002060400,3,0,9999999
030000000002060401,3,1,9999998
030000000002060402,3,0,35000
030000000002060403,3,0,36000
030000000002060404,3,0,47000
030000000002060405,3,1,29000
030000000002060406,3,0,9999998
030000000002060407,3,1,36000
030000000002060408,3,0,42000
030000000002060409,3,0,15000
030000000002060500,3,0,23000
030000000002060501,3,0,24000
030000000002060502,3,1,40000
030000000002060503,3,1,38000
030000000002060504,3,0,47000
030000000002060505,3,1,45000
030000000002060506,3,1,22000
030000000002060507,3,1,9999998
030000000002060508,3,1,21000
030000000002060509,3,0,34000
030000000002060600,3,0,16000
030000000002060601,3,0,35000
030000000002060602,3,1,40000
030000000002060603,3,0,30000
030000000002060604,3,0,9999999
030000000002060605,3,0,55000
030000000002060606,3,0,9999998
030000000002060607,3,1,21000
030000000002060608,3,0,31000
030000000002060609,3,1,50000
030000000002060700,3,0,9999998
030000000002060701,3,1,40000
030000000002060702,3,0,50000
030000000002060703,3,0,30000
030000000002060704,3,0,38000
030000000002060705,3,0,9999999
030000000002060706,3,0,39000
030000000002060707,3,0,30000
030000000002060708,3,1,47000
030000000002060709,3,0,33000
030000000002060800,3,0,45000
030000000002060801,3,0,25000
030000000002060802,3,0,20000
030000000002060803,3,0,33000
030000000002060804,3,1,9999998
030000000002060805,3,1,31000
030000000002060806,3,0,9999999
030000000002060807,3,0,9999999
030000000002060808,3,1,28000
030000000002060809,3,1,44000
030000000002060900,3,0,24000
030000000002060901,3,0,35000
030000000002060902,3,1,80000
030000000002060903,3,1,42000
030000000002060904,3,0,33000
030000000002060905,3,0,26000
030000000002060906,3,0,14000
030000000002060907,3,1,33000
030000000002060908,3,0,9999999
030000000002060909,3,0,9999998
030000000002070000,3,0,40000
030000000002070001,3,0,26000
030000000002070002,3,1,24000
030000000002070003,3,0,9999999
030000000002070004,3,1,9999998
030000000002070005,3,1,32000
030000000002070006,3,1,38000
030000000002070007,3,0,9999999
030000000002070008,3,0,28000
030000000002070009,3,0,20000
030000000002070100,3,0,34000
030000000002070101,3,0,28000
030000000002070102,3,1,9999998
030000000002070103,3,1,9999999
030000000002070104,3,1,28000
030000000002070105,3,1,23000
030000000002070106,3,0,9999998
030000000002070107,3,0,35000
030000000002070108,3,1,25000
030000000002070109,3,0,31000
030000000002070200,3,0,9999998
030000000002070201,3,0,9999999
030000000002070202,3,0,35000
030000000002070203,3,0,40000
030000000002070204,3,0,48000
030000000002070205,3,0,9999998
030000000002070206,3,0,9999999
030000000002070207,3,0,30000
030000000002070208,3,1,31000
030000000002070209,3,0,9999998
030000000002070300,3,0,12000
030000000002070301,3,0,46000
030000000002070302,3,1,20000
030000000002070303,3,0,9999998
030000000002070304,3,0,50000
030000000002070305,3,0,16000
030000000002070306,3,1,45000
030000000002070307,3,0,16000
030000000002070308,3,0,37000
030000000002070309,3,1,9999999
030000000002070400,3,0,9999999
030000000002070401,3,1,31000
030000000002070402,3,0,9999998
030000000002070403,3,1,16000
030000000002070404,3,0,27000
030000000002070405,3,1,42000
030000000002070406,3,0,25000
030000000002070407,3,0,9999999
030000000002070408,3,1,28000
030000000002070409,3,1,9999998
030000000002070500,3,0,9999999
030000000002070501,3,1,30000
030000000002070502,3,0,24000
030000000002070503,3,0,12000
030000000002070504,3,0,31000
030000000002070505,3,0,31000
030000000002070506,3,0,40000
030000000002070507,3,1,28000
030000000002070508,3,0,9999998
030000000002070509,3,0,9999998
030000000002070600,3,1,34000
030000000002070601,3,1,26000
030000000002070602,3,0,39000
030000000002070603,3,0,9999999
030000000002070604,3,1,48000
030000000002070605,3,1,39000
030000000002070606,3,0,18000
030000000002070607,3,1,9999998
030000000002070608,3,1,31000
030000000002070609,3,0,60000
030000000002070700,3,1,52000
030000000002070701,3,0,9999999
030000000002070702,3,0,33000
030000000002070703,3,0,28000
030000000002070704,3,1,22000
030000000002070705,3,1,42000
030000000002070706,3,1,10000
030000000002070707,3,0,26000
030000000002070708,3,0,27000
030000000002070709,3,0,48000
030000000002070800,3,0,24000
030000000002070801,3,1,20000
030000000002070802,3,0,42000
030000000002070803,3,1,62000
030000000002070804,3,1,40000
030000000002070805,3,0,9999999
030000000002070806,3,0,10000
030000000002070807,3,0,11000
030000000002070808,3,0,9999998
030000000002070809,3,1,35000
030000000002070900,3,0,35000
030000000002070901,3,0,24000
030000000002070902,3,0,37000
030000000002070903,3,1,12000
030000000002070904,3,0,9999998
030000000002070905,3,1,9999998
030000000002070906,3,0,40000
030000000002070907,3,0,9999998
030000000002070908,3,0,35000
030000000002070909,3,0,35000
030000000002080000,3,0,9999999
030000000002080001,3,1,29000
030000000002080002,3,0,33000
030000000002080003,3,0,12000
030000000002080004,3,0,20000
030000000002080005,3,1,40000
030000000002080006,3,0,44000
030000000002080007,3,1,36000
030000000002080008,3,0,9999998
030000000002080009,3,1,30000
030000000002080100,3,0,21000
030000000002080101,3,0,24000
030000000002080102,3,1,9999998
030000000002080103,3,0,43000
030000000002080104,3,1,34000
030000000002080105,3,0,9999999
030000000002080106,3,1,15000
030000000002080107,3,1,25000
030000000002080108,3,0,40000
030000000002080109,3,0,12000
030000000002080200,3,0,15000
030000000002080201,3,0,9999998
030000000002080202,3,1,26000
030000000002080203,3,0,34000
030000000002080204,3,1,40000
030000000002080205,3,1,9999998
030000000002080206,3,1,22000
030000000002080207,3,0,9999998
030000000002080208,3,1,28000
030000000002080209,3,0,9999999
030000000002080300,3,0,19000
030000000002080301,3,0,42000
030000000002080302,3,0,27000
030000000002080303,3,0,9999999
030000000002080304,3,0,37000
030000000002080305,3,0,18000
030000000002080306,3,1,14000
030000000002080307,3,1,9999999
030000000002080308,3,0,34000
030000000002080309,3,1,25000
030000000002080400,3,1,9999999
030000000002080401,3,0,13000
030000000002080402,3,0,9999999
030000000002080403,3,0,38000
030000000002080404,3,1,56000
030000000002080405,3,0,9999998
030000000002080406,3,0,30000
030000000002080407,3,0,45000
030000000002080408,3,1,9999999
030000000002080409,3,0,14000
030000000002080500,3,1,35000
030000000002080501,3,1,9999999
030000000002080502,3,0,9999999
030000000002080503,3,1,9999998
030000000002080504,3,0,52000
030000000002080505,3,0,19000
030000000002080506,3,0,9999998
030000000002080507,3,1,9999999
030000000002080508,3,0,9999999
030000000002080509,3,1,9999999
030000000002080600,3,0,19000
030000000002080601,3,0,27000
030000000002080602,3,0,9999998
030000000002080603,3,0,25000
030000000002080604,3,0,11000
030000000002080605,3,0,37000
030000000002080606,3,0,22000
030000000002080607,3,0,21000
030000000002080608,3,0,37000
030000000002080609,3,1,27000
030000000002080700,3,1,34000
030000000002080701,3,0,37000
030000000002080702,3,0,9999998
030000000002080703,3,1,9999998
030000000002080704,3,0,48000
030000000002080705,3,0,43000
030000000002080706,3,1,42000
030000000002080707,3,0,19000
030000000002080708,3,1,24000
030000000002080709,3,1,36000
030000000002080800,3,0,42000
030000000002080801,3,0,14000
030000000002080802,3,0,9999998
030000000002080803,3,0,21000
030000000002080804,3,1,37000
030000000002080805,3,1,35000
030000000002080806,3,0,9999998
030000000002080807,3,0,38000
030000000002080808,3,1,9999998
030000000002080809,3,1,37000
030000000002080900,3,0,45000
030000000002080901,3,1,35000
030000000002080902,3,0,30000
030000000002080903,3,1,9999999
030000000002080904,3,0,34000
030000000002080905,3,0,9999998
030000000002080906,3,0,16000
030000000002080907,3,1,35000
030000000002080908,3,0,40000
030000000002080909,3,1,9999998
030000000002090000,3,0,53000
030000000002090001,3,0,38000
030000000002090002,3,0,37000
030000000002090003,3,0,25000
030000000002090004,3,1,9999998
030000000002090005,3,0,30000
030000000002090006,3,1,20000
030000000002090007,3,0,9999998
030000000002090008,3,0,42000
030000000002090009,3,0,50000
030000000002090100,3,1,13000
030000000002090101,3,0,9999998
030000000002090102,3,0,9999999
030000000002090103,3,0,33000
030000000002090104,3,0,23000
030000000002090105,3,1,9999998
030000000002090106,3,0,19000
030000000002090107,3,1,30000
030000000002090108,3,0,9000
030000000002090109,3,0,35000
030000000002090200,3,0,19000
030000000002090201,3,1,9999998
030000000002090202,3,1,30000
030000000002090203,3,1,12000
030000000002090204,3,0,9999998
030000000002090205,3,0,9999999
030000000002090206,3,0,15000
030000000002090207,3,0,52000
030000000002090208,3,1,14000
030000000002090209,3,0,35000
030000000002090300,3,1,55000
030000000002090301,3,0,23000
030000000002090302,3,0,48000
030000000002090303,3,0,48000
030000000002090304,3,0,36000
030000000002090305,3,1,53000
030000000002090306,3,0,9999998
030000000002090307,3,0,54000
030000000002090308,3,0,40000
030000000002090309,3,1,13000
030000000002090400,3,0,48000
030000000002090401,3,0,30000
030000000002090402,3,1,28000
030000000002090403,3,0,15000
030000000002090404,3,0,11000
030000000002090405,3,0,23000
030000000002090406,3,0,9999999
030000000002090407,3,0,9999998
030000000002090408,3,0,9999998
030000000002090500,3,0,37000
030000000002090501,3,0,9999998
030000000002090502,3,1,9999999
030000000002090503,3,0,9999999
030000000002090504,3,0,24000
030000000002090505,3,0,38000
030000000002090506,3,1,42000
030000000002090507,3,0,9999998
030000000002090508,3,0,15000
030000000002090509,3,0,36000
030000000002090600,3,1,28000
030000000002090601,3,1,9999999
030000000002090602,3,0,63000
030000000002090603,3,1,9999998
030000000002090604,3,1,49000
030000000002090605,3,0,25000
030000000002090606,3,0,19000
030000000002090607,3,0,38000
030000000002090608,3,1,40000
030000000002090609,3,0,43000
030000000002090700,3,0,11000
030000000002090701,3,0,20000
030000000002090702,3,1,18000
030000000002090703,3,0,9999999
030000000002090704,3,1,21000
030000000002090705,3,0,48000
030000000002090706,3,1,9999998
030000000002090707,3,0,29000
030000000002090708,3,1,9999999
030000000002090709,3,0,22000
030000000002090800,3,0,9999998
030000000002090801,3,0,38000
030000000002090802,3,0,36000
030000000002090803,3,0,16000
030000000002090804,3,1,25000
030000000002090805,3,0,9999998
030000000002090806,3,0,21000
030000000002090807,3,1,31000
030000000002090808,3,0,9999998
030000000002090809,3,0,9999999
030000000002090900,3,1,33000
